Airline ID,Name,Country,Active
1399,Bristow Helicopters Nigeria,Nigeria,N
1400,Bhoja Airlines,Pakistan,N
1401,Belair Airlines,Switzerland,Y
1402,Bighorn Airways,United States,N
1403,Bahamasair,Bahamas,Y
1404,Bright Air,Netherlands,N
1405,Bringer Air Cargo Taxi Aereo,Brazil,N
1407,BA Connect,United Kingdom,N
1408,Bosphorus European Airways,Turkey,N
1409,Binair,Germany,N
1410,Big Island Air,United States,N
1411,British International Helicopters,United Kingdom,Y
1412,Billund Air Center,Denmark,N
1413,Boise Interagency Fire Center,United States,N
1414,Bird Leasing,United States,N
1415,Bizjet Ltd,United Kingdom,N
1416,Baja Air,Mexico,N
1417,Baltic Jet Aircompany,Latvia,N
1418,Business Jet Solutions,United States,N
1419,Bankair,United States,N
1420,BF-Lento OY,Finland,Y
1421,Barken International,United States,N
1422,Bangkok Airways,Thailand,Y
1423,Bukovyna,Ukraine,N
1424,Blue Bird Aviation,Sudan,N
1425,Bellesavia,Belarus,N
1426,Blue Line,France,N
1427,Blue1,Finland,Y
1428,Belgavia,Belgium,N
1429,Blue Horizon Travel Club,United States,N
1430,Blue Jet,Spain,N
1431,Baltic Airlines,Russia,Y
1432,Blue Airways,Armenia,N
1433,Bali International Air Service,Indonesia,N
1434,Bearskin Lake Air Service,Canada,Y
1435,Baltic Aviation,United States,N
1436,Bellview Airlines,Nigeria,Y
1437,bmi,United Kingdom,Y
1438,British Medical Charter,United Kingdom,N
1439,Briggs Marine Environmental Services,United Kingdom,N
1440,Bristow Masayu Helicopters,Indonesia,N
1441,bmibaby,United Kingdom,Y
1442,Bemidji Airlines,United States,Y
1443,Bismillah Airlines,Bangladesh,N
1444,Bowman Aviation,United States,N
1445,British Midland Regional,United Kingdom,Y
1446,BMW,Germany,N
1447,Banco de Mexico,Mexico,N
1448,Bond Offshore Helicopters,United Kingdom,N
1449,Benina Air,Libya,N
1450,BN Group Limited,United Kingdom,N
1451,Blue Nile Ethiopia Trading,Ethiopia,N
1452,Bonair Aviation,Canada,N
1453,Bancstar - Valley National Corporation,United States,N
1454,Bentiu Air Transport,Sudan,N
1455,Benane Aviation Corporation,Mauritania,N
1456,British North West Airlines,United Kingdom,N
1457,Boniair,Macedonia,N
1458,Bond Air Services,Uganda,N
1459,Boeing,United States,N
1460,Bordaire,Canada,N
1461,Bookajet Limited,United Kingdom,N
1462,Bouraq Indonesia Airlines,Indonesia,N
1463,Blue Panorama Airlines,Italy,Y
1464,Berkhut ZK,Kazakhstan,N
1465,Bundepolizei-Fliegertruppe,Germany,N
1466,Budapest Aircraft Services/Manx2,Hungary,Y
1467,Bonus Aviation,United Kingdom,N
1468,British Petroleum Exploration,Colombia,N
1469,BRA-Transportes Aereos,Brazil,N
1470,Brock Air Services,Canada,N
1471,Breeze Ltd,Ukraine,N
1472,Bering Air,United States,Y
1473,Briansk State Air Enterprise,Russia,N
1474,Branson Airlines,United States,N
1475,BASE Regional Airlines,Netherlands,N
1476,Brazilian Air Force,Brazil,Y
1477,British Regional Airlines,United Kingdom,N
1478,Belavia Belarusian Airlines,Belarus,Y
1479,Bravo Air Congo,Democratic Republic of the Congo,N
1480,Bright Aviation Services,Bulgaria,N
1481,Braniff International Airways,United States,N
1482,Buffalo Express Airlines,United States,N
1483,Burundayavia,Kazakhstan,N
1484,Bistair - Fez,Kyrgyzstan,N
1485,Blue Star Airlines,Mexico,N
1486,Brasair Transportes Aereos,Brazil,N
1487,Blue Swann Aviation,United Kingdom,N
1488,Blue Sky Aviation,Lebanon,N
1489,Bissau Aero Transporte,Guinea-Bissau,N
1490,Best Air,Turkey,N
1491,Blue Sky Airways,Czech Republic,N
1492,Big Sky Airlines,United States,N
1493,BAL Bashkirian Airlines,Russia,N
1494,Baltijas Helicopters,Latvia,N
1495,Baltyka,Ukraine,N
1496,Baltia Air Lines,United States,N
1497,Botir-Avia,Kyrgyzstan,N
1498,Business Express,United States,N
1499,BT-Slavuta,Ukraine,N
1500,Metro Batavia,Indonesia,Y
1501,Bulgarian Air Charter,Bulgaria,N
1502,Blue Airlines,Democratic Republic of the Congo,N
1503,Buryat Airlines Aircompany,Russia,N
1504,Buzz Stansted,United Kingdom,N
1505,Buffalo Airways,United States,N
1506,Bulgarian Aeronautical Centre,Bulgaria,N
1507,Baron Aviation Services,United States,N
1508,Berjaya Air,Malaysia,Y
1510,Blue Wings,Germany,Y
1511,Blue Wing Airlines,Suriname,N
1512,BWA (2002) Ltd,United Kingdom,N
1513,Bahrain Executive Air Services,Bahrain,N
1514,Bar XH Air,Canada,N
1515,Brussels International Airlines,Belgium,N
1517,Redding Aero Enterprises,United States,N
1518,Berry Aviation,United States,N
1519,Bylina Joint-Stock Company,Russia,N
1520,Berytos Airlines,Lebanon,N
1521,Bayu Indonesia Air,Indonesia,N
1522,Bizair Fluggesellschaft,Germany,N
1523,Brit Air,France,Y
1524,Butane Buzzard Aviation Corporation,United Kingdom,N
1525,Business Flight Salzburg,Austria,N
1526,BKS Air (Rivaflecha),Spain,N
1527,Bristol Flying Centre,United Kingdom,N
1528,Barnes Olsen Aeroleasing,United Kingdom,N
1529,Baltimore Air Transport,United States,N
1530,Boston-Maine Airways,United States,N
1531,Brussels Airlines,Belgium,Y
1532,Baltimore Airways,United States,N
1533,Bond Aviation,Italy,N
1534,Brazilian Army Aviation,Brazil,N
1535,Business Express Delivery,Canada,N
1536,Bel Limited,Russia,N
1537,Bangkok Aviation Center,Thailand,N
1538,Benair,Norway,N
1539,Binter Canarias,Spain,Y
1540,Bonyad Airlines,Iran,N
1541,Burundaiavia,Kazakhstan,N
1542,Blue Air,Romania,Y
1543,British Mediterranean Airways,United Kingdom,Y
1544,Belle Air,Albania,N
1545,Blom Geomatics,Norway,N
1546,Benin Littoral Airways,Benin,N
1547,Bombardier Business Jet Solutions,United States,N
1548,Bulgaria Air,Bulgaria,Y
1549,Brazilian Navy Aviation,Brazil,N
1550,Barents AirLink,Sweden,Y
1551,Belgian Navy,Belgium,N
1552,Bakoji Airlines Services,Nigeria,N
1553,Benders Air,Sweden,N
1554,Balmoral Central Contracts,South Africa,N
1555,BGB Air,Kazakhstan,N
1556,Butte Aviation,United States,N
1557,Bond Air Services,United Kingdom,N
1558,Business Airfreight,United States,N
1559,BAC Express Airlines,United Kingdom,N
1560,Boscombe Down DERA (Formation),United Kingdom,N
1561,Business Jet Sweden,Sweden,N
1562,British Airways Shuttle,United Kingdom,N
1563,British Sky Broadcasting,United Kingdom,N
1564,Bell Helicopter Textron,Canada,N
1565,Buzzaway Limited,United Kingdom,N
1566,Biz Jet Charter,United States,N
1567,Blue Chip Jet,Sweden,N
1568,BAE Systems,United Kingdom,N
1569,BAE Systems,United Kingdom,N
1570,Baseops International,United States,N
1571,Bureau Veritas,France,N
1572,British Airways,United Kingdom,N
1573,Boskovic Air Charters Limited,Kenya,N
1574,C Air Jet Airlines,Syrian Arab Republic,N
1575,C N Air,Spain,N
1576,C and M Aviation,United States,N
1577,C&M Airways,United States,N
1578,C.S.P.,AIR-MAUR,N
1579,CABI,Ukraine,N
1580,CAI,Italy,N
1581,CAL Cargo Air Lines,Israel,Y
1582,CAM Air Management,United Kingdom,N
1583,CATA L,Argentina,N
1584,CCF Manager Airline,Germany,N
1585,CEDTA (Compania Ecuatoriana De Transportes Aereos),Ecuador,N
1586,CHC Denmark,Denmark,N
1587,CHC Helicopters,Australia,N
1588,CHC Airways,Netherlands,N
1589,CHC Helikopter Service,Norway,N
1590,CI-Tours,Ivory Coast,N
1591,CKC Services,United States,N
1592,CM Stair,Mauritania,N
1593,CNET,France,N
1594,COAPA AIR,Mexico,N
1595,COMAV,Namibia,N
1596,CRI Helicopters Mexico,Mexico,N
1597,CSA Air,United States,N
1598,CSE Aviation,United Kingdom,N
1599,CTK Network Aviation,Ghana,N
1600,Cabair College of Air Training,United Kingdom,N
1601,Cabo Verde Express,Cape Verde,N
1602,Caernarfon Airworld,United Kingdom,N
1603,Cairo Air Transport Company,Egypt,N
1604,Cal Gulf Aviation,Sao Tome and Principe,N
1605,Cal-West Aviation,United States,N
1606,California Air Shuttle,United States,N
1607,Calima Aviacion,Spain,Y
1608,Calm Air,Canada,N
1609,Camai Air,United States,N
1610,Cambodia Airlines,Cambodia,N
1611,Cameroon Airlines,Cameroon,N
1612,Campania Helicopteros De Transporte,Spain,N
1613,CanJet,Canada,N
1614,Canada Jet Charters,Canada,N
1615,Canadian Airlines,Canada,Y
1616,Canadian Coast Guard,Canada,N
1617,Canadian Eagle Aviation,Canada,N
1618,Canadian Forces,Canada,N
1619,Canadian Global Air Ambulance,Canada,N
1620,Canadian Helicopters,Canada,N
1621,Canadian Interagency Forest Fire Centre,Canada,N
1622,Canadian National Telecommunications,Canada,N
1623,Canadian North,Canada,Y
1624,Canadian Regional Airlines,Canada,N
1625,Canadian Warplane Heritage Museum,Canada,N
1626,Canadian Western Airlines,Canada,N
1627,Canair,China,N
1628,Cancun Air,Mexico,N
1629,Cape Air,United States,Y
1630,Cape Air Transport,Australia,N
1631,Cape Central Airways,United States,N
1632,Cape Smythe Air,United States,N
1633,Capital Air Service,United States,N
1634,Capital Airlines,Kenya,N
1635,Capital Airlines Limited,Nigeria,N
1636,Capital Cargo International Airlines,United States,N
1637,Capital City Air Carriers,United States,N
1638,Capital Trading Aviation,United Kingdom,N
1639,Capitol Air Express,United States,N
1640,Capitol Wings Airline,United States,N
1641,Caravan Air,Mauritania,N
1642,Cardiff Wales Flying Club,United Kingdom,N
1643,Cardinal/Air Virginia,United States,N
1644,Cardolaar,Namibia,N
1645,Cards Air Services,Philippines,N
1646,Care Flight,Australia,N
1647,Carga Aerea Dominicana,Dominican Republic,N
1648,Carga Express Internacional,Mexico,N
1649,Cargo 360,United States,N
1650,Cargo Express,Mauritania,N
1651,Cargo Ivoire,Ivory Coast,N
1652,Cargo Link (Caribbean),Barbados,N
1653,Cargo Three,Panama,N
1654,Cargoitalia,Italy,N
1655,Cargojet Airways,Canada,N
1656,Cargolux,Luxembourg,N
1657,Cargoman,Oman,N
1658,Carib Aviation,Antigua and Barbuda,N
1659,Carib Express,Barbados,N
1660,Caribair,Dominican Republic,N
1661,Caribbean Air Cargo,Barbados,N
1662,Caribbean Air Transport,Netherlands,N
1663,Caribbean Airlines,Trinidad and Tobago,Y
1664,Caribbean Airways,Barbados,N
1665,Caribbean Express,United States,N
1666,Caribbean Star Airlines,Antigua and Barbuda,N
1667,Caribintair,Haiti,N
1668,Carill Aviation,United Kingdom,N
1669,Carpatair,Romania,Y
1670,Carranza,Chile,N
1671,Carroll Air Service,United States,N
1672,Casement Aviation,United States,N
1673,Casino Airline,United States,N
1674,Casper Air Service,United States,N
1675,Caspian Airlines,Iran,Y
1676,Castle Aviation,United States,N
1677,Cat Aviation,Switzerland,N
1678,Catalina Flying Boats,United States,N
1679,Catex,France,N
1680,Cathay Pacific,Hong Kong SAR of China,Y
1681,Caverton Helicopters,Nigeria,N
1682,Cayman Airways,Cayman Islands,Y
1683,Cebu Pacific,Philippines,Y
1684,Cecil Aviation,United Kingdom,N
1685,Cega Aviation,United Kingdom,N
1686,Celtic Airways,United Kingdom,N
1687,Celtic West,United Kingdom,N
1688,Centavia,Serbia,N
1689,Cente D'Essais En Vol,France,N
1690,Centennial Airlines,United States,N
1691,Centennial Flight Centre,Canada,N
1692,Center Vol,Spain,N
1693,Center-South,Russia,N
1694,Centrafrican Airlines,Central African Republic,N
1695,Central Air Express,Democratic Republic of Congo,N
1696,Central Airlines,United States,N
1697,Central Airways,Sierra Leone,N
1698,Central American Airlines,Nicaragua,N
1699,Central Aviation,United States,N
1700,Central Connect Airlines,Czech Republic,Y
1701,Central De Discos De Reynosa,Mexico,N
1702,Central European Airlines,Czech Republic,N
1703,Central Flying Service,United States,N
1704,Central Mongolia Airways,Mongolia,N
1705,Central Mountain Air,Canada,N
1706,Central Queensland Aviation College,Australia,N
1707,Central Skyport,United States,N
1708,Centralwings,Poland,Y
1709,Centre Airlines,United States,N
1710,Centre of Applied Geodynamica,Russia,N
1711,Centre-Avia,Russia,N
1712,Centro De Helicopteros Corporativos,Mexico,N
1713,Centro de Formacion Aeronautica de Canarias,Spain,N
1714,Centurion Air Cargo,United States,N
1715,Century Aviation,Mexico,N
1716,Century Aviation International,Canada,N
1717,Certified Air Dispatch,United States,N
1718,Cetraca Aviation Service,Democratic Republic of the Congo,N
1719,Chabahar Airlines,Iran,N
1720,Chalair Aviation,France,N
1721,Chalk's Ocean Airways,United States,N
1722,Challenge Air Transport,Germany,N
1723,Challenge Aviation,Australia,N
1724,Challenge International Airlines,United States,N
1725,AC Challenge Aero,Ukraine,N
1726,Champagne Airlines,France,N
1727,Champion Air,United States,N
1728,Chanchangi Airlines,Nigeria,N
1729,Changan Airlines,China,N
1730,Channel Island Aviation,United States,N
1731,Chantilly Air,United States,N
1732,Chaparral Airlines,United States,N
1733,Chari Aviation Services,Chad,N
1734,Charlan Air Charter,South Africa,N
1735,Charlie Hammonds Flying Service,United States,N
1736,Charlotte Air National Guard,United States,N
1737,Charter Air,Austria,Y
1738,Chartright Air,Canada,N
1739,Chautauqua Airlines,United States,Y
1740,Cheboksary Airenterprise JSC,Russia,N
1741,Chemech Aviation,Pakistan,N
1742,Cherline,Russia,N
1743,Chernomor-Avia,Russia,N
1744,Cherokee Express,United States,N
1745,Cherry Air,United States,N
1746,Chesapeake Air Service,United States,N
1747,Chevron U.S.A,United States,N
1748,Cheyenne Airways,United States,N
1749,Chicago Air,United States,N
1750,Chicago Express,United States,N
1751,Chief Rat Flight Services,South Africa,N
1752,Chilchota Taxi Aereo,Mexico,N
1753,Chilcotin Caribou Aviation,Canada,N
1754,Chilliwack Aviation,Canada,N
1755,Chim-Nir Aviation,Israel,N
1756,China Airlines,Taiwan,Y
1757,China Cargo Airlines,China,N
1758,China Eastern Airlines,China,Y
1759,China Express Airlines,China,N
1760,China Flying Dragon Aviation,China,N
1761,China General Aviation Corporation,China,N
1762,China National Aviation Corporation,China,N
1763,China Northern Airlines,China,N
1764,China Northwest Airlines,China,N
1765,China Ocean Helicopter Corporation,China,N
1766,China Postal Airlines,China,N
1767,China Southern Airlines,China,Y
1768,China Southwest Airlines,China,N
1769,China United Airlines,China,Y
1770,China Xinhua Airlines,China,N
1771,Yunnan Airlines,China,Y
1772,Chinguetti Airlines,Mauritania,N
1773,Chipola Aviation,United States,N
1774,Chippewa Air Commuter,United States,N
1775,Chitaavia,Russia,N
1776,Christman Air System,United States,N
1777,Christophorus Flugrettungsverein,Austria,N
1778,Chrome Air Services,United States,N
1779,Church Aircraft,United States,N
1780,Cielos Airlines,Peru,N
1781,Cimber Air,Denmark,Y
1782,Cirrus,Chile,N
1783,Cirrus Air,United States,N
1784,Cirrus Airlines,Germany,Y
1785,Cirrus Middle East,Lebanon,N
1786,Citationshares,United States,N
1787,Citibank,United States,N
1788,Citic General Aviation,China,N
1789,City Airline,Sweden,Y
1790,City Connexion Airlines,Burundi,Y
1791,City of Bangor,United States,N
1792,CityJet,Ireland,Y
1793,Cityair (Chester) Limited,United Kingdom,N
1794,Cityfly,Italy,N
1795,BA CityFlyer,United Kingdom,Y
1796,Cityline Hungary,Hungary,N
1797,Citylink Airlines,United States,N
1798,Civair Airways,South Africa,N
1799,Civil Air Patrol South Carolina Wing,United States,N
1800,Civil Air Transport,Taiwan,N
1801,Civil Aviation Authority,Slovakia,N
1802,Civil Aviation Authority of New Zealand,New Zealand,N
1803,Civil Aviation Inspectorate of the Czech Republic,Czech Republic,N
1804,Claessens International Limited,United Kingdom,N
1805,Clark Aviation,United States,N
1806,Clasair,United Kingdom,N
1807,Clay Lacy Aviation,United States,N
1808,Click Airways,Kyrgyzstan,Y
1809,Cloud 9 Air Charters,South Africa,N
1810,Clowes Estates Limited,United Kingdom,N
1811,Club 328,United Kingdom,N
1812,Club Air,Italy,N
1813,Coast Air,Norway,N
1814,Coastal Air,United States,Y
1815,Coastal Air Transport,United States,N
1816,Coastal Airways,United States,N
1817,Coastal Travels,Tanzania,N
1818,Cohlmia Aviation,United States,N
1819,Colaereos,Ecuador,N
1820,Colemill Enterprises,United States,N
1821,Colgan Air,United States,Y
1822,Colibri Aviation,Canada,N
1823,Colt International,United States,N
1824,Columbia Airlines,Canada,N
1825,Columbia Helicopters,United States,N
1826,Columbus Air Transport,United States,N
1827,Colvin Aviation,United States,N
1828,Comair,United States,Y
1829,Comair,South Africa,Y
1830,Comed Group,United Kingdom,N
1831,Comeravia,Venezuela,N
1832,Comercial Aerea,Mexico,N
1833,Comet Airlines,Nigeria,N
1834,Comfort Air,Germany,N
1835,Comlux Aviation,Switzerland,N
1836,Commair Aviation,United Kingdom,N
1837,Commandement Du Transport Aerien Militaire Francais,France,N
1838,Commander Air Charter,Canada,N
1839,Commander Mexicana,Mexico,N
1840,Commercial Aviation,Canada,N
1841,Commodore Aviation,Australia,N
1842,Commonwealth Jet Service,United States,N
1843,CommutAir,United States,Y
1844,Comores Airlines,Comoros,Y
1845,Compagnia Generale Ripreseaeree,Italy,N
1846,Compagnie Aerienne du Mali,Mali,N
1847,Compagnie Mauritanienne Des Transports,Mauritania,N
1848,Compagnie de Bauxites de Guinee,Guinea,N
1849,Compania Aerea de Valencia,Spain,N
1850,Compania Aerotecnicas Fotograficas,Spain,N
1851,Compania Boliviana de Transporte Aereo Privado Aerosur,ASUR,N
1852,Compania De Actividades Y Servicios De Aviacion,Spain,N
1853,Compania Ejecutiva,Mexico,N
1854,Compania Helicopteros Del Sureste,Spain,N
1855,Compania Mexicana De Aeroplanos,Mexico,N
1856,Compania Mexicargo,Mexico,N
1857,Compania Transportes Aereos Del Sur,Spain,N
1858,Compania de Servicios Aereos Tavisa,Spain,N
1859,Company Flight,Denmark,N
1860,Compass Airlines,United States,Y
1861,Compass International Airways,United Kingdom,N
1862,Compuflight Operations Service,United States,N
1863,Compuserve Incorporated,United States,N
1864,Conair Aviation,Canada,N
1865,Concordavia,Ukraine,N
1866,Condor Aero Services,United States,N
1867,Condor,Germany,N
1868,Condor Flugdienst,Germany,Y
1869,Confort Air,Canada,N
1870,Congo Air,Bahamas,N
1871,Congressional Air,United States,N
1872,Conifair Aviation,Canada,N
1873,Connectair Charters,Canada,N
1874,Conquest Airlines,United States,N
1875,Conroe Aviation Services,United States,N
1876,Consorcio Aviaxsa,Mexico,Y
1877,Consorcio Helitec,Venezuela,N
1878,Constanta Airline,Ukraine,N
1879,Contact Air,Germany,Y
1880,Contel ASC,United States,N
1881,Continental Airlines,United States,Y
1882,Continental Airways,Russia,N
1883,Continental Express,United States,Y
1884,Continental Micronesia,United States,Y
1885,Continental Oil,United States,N
1886,Conviasa,Venezuela,Y
1887,Cook Inlet Aviation,United States,N
1888,Cooper Aerial Surveys,United Kingdom,N
1889,Copa Airlines,Panama,Y
1890,Copenhagen Airtaxi,Denmark,N
1891,Copper State Air Service,United States,N
1892,Copterline,Finland,Y
1893,Coptrade Air Transport,Sudan,N
1894,Corendon Airlines,Turkey,Y
1895,Coronado Aerolineas,Colombia,N
1896,Corpac Canada,Canada,N
1897,Corporacion Aereo Cencor,Mexico,N
1898,Corporacion Aeroangeles,Mexico,N
1899,Corporacion Paraguaya De Aeronautica,Paraguay,N
1900,Corporate Air,United States,N
1901,Corporate Air,United States,N
1902,Corporate Aircraft Company,United States,N
1903,Corporate Airlink,Canada,N
1904,Corporate Aviation Services,United States,N
1905,Corporate Flight International,United States,N
1906,Corporate Flight Management,United States,N
1907,Corporate Jets,United States,N
1908,Corsairfly,France,Y
1909,Corse-Mediterranee,France,Y
1910,Cosmic Air,Nepal,N
1911,Cougar Helicopters,Canada,N
1912,Coulson Flying Service,United Kingdom,N
1913,Country Connection Airlines,Australia,N
1914,Country International Airlines,Kyrgyzstan,N
1915,Courier Services,United States,N
1916,Court Helicopters,South Africa,N
1917,Coval Air,Canada,N
1918,Cowi,Netherlands,N
1919,Coyne Aviation,United Kingdom,N
1920,Cranfield University,United Kingdom,N
1921,Cree Airways,Canada,N
1922,Crelam,Mexico,N
1923,Crest Aviation,United Kingdom,Y
1924,Crimea Universal Avia,Ukraine,N
1925,Croatia Airlines,Croatia,Y
1926,Croatian Air Force,Croatia,N
1927,Cross Aviation,United Kingdom,N
1928,Crossair Europe,Switzerland,N
1929,Crow Executive Air,United States,N
1930,Crown Air Systems,United States,N
1931,Crown Airways,United States,Y
1932,Crownair,Canada,N
1933,Cruiser Linhas Aereas,Brazil,N
1934,Cryderman Air Service,United States,N
1935,Crystal Shamrock,United States,N
1936,Cubana de Aviación,Cuba,Y
1937,Cumberland Airways (Nicholson Air Service),United States,N
1938,Custom Air Transport,United States,N
1939,Cygnus Air,Spain,N
1940,Cyprair Tours,Cyprus,N
1941,Cypress Airlines,Canada,N
1942,Cyprus Airways,Cyprus,Y
1943,Cyprus Turkish Airlines,Turkey,Y
1944,Czech Air Force,Czech Republic,N
1945,Czech Air Handling,Czech Republic,N
1946,Czech Airlines,Czech Republic,Y
1947,Czech Government Flying Service,Czech Republic,N
1948,D & D Aviation,United States,N
1949,D&K Aviation,United States,N
1950,DAP Helicopteros,Chile,N
1951,DFS UK Limited,United Kingdom,N
1952,DAS Air Cargo,Uganda,N
1953,DAS Airlines,Democratic Republic of the Congo,N
1954,DAT Danish Air Transport,Denmark,Y
1955,DAT Enterprise Limited,United Kingdom,N
1956,DERA Boscombe Down,United Kingdom,N
1957,DESNA,Ukraine,N
1958,DETA Air,Kazakhstan,N
1959,DGO Jet,Mexico,N
1960,DHL Aero Expreso,Panama,N
1961,DHL Air,United Kingdom,N
1962,DHL Aviation,South Africa,N
1963,DHL International,Bahrain,N
1964,DHL de Guatemala,Guatemala,N
1965,DSWA,United States,N
1966,Daallo Airlines,Djibouti,Y
1967,Dagestan Airlines,Russia,N
1968,Dahla Airlines,Democratic Republic of Congo,N
1969,Daimler Chrysler Aviation,Germany,N
1970,Daimler-Chrysler,United States,N
1971,Daka,Kazakhstan,N
1972,Dala Air Services,Nigeria,N
1973,Dalavia,Russia,Y
1974,Dallas Express Airlines,United States,N
1975,Damascene Airways,Syrian Arab Republic,N
1976,Danbury Airways,United States,N
1977,Dancopter,Denmark,N
1978,Danish Air Force,Denmark,N
1979,Danish Army,Denmark,N
1980,Danish Navy,Denmark,N
1981,Danu Oro Transportas,Lithuania,N
1982,Darta,France,N
1983,Darwin Airline,Switzerland,Y
1984,Dasab Airlines,Uganda,N
1985,Dash Air Charter,United States,N
1986,Dash Aviation,United Kingdom,N
1987,Dasnair,Switzerland,N
1988,Dassault Aviation,France,N
1989,Dassault Falcon Jet Corporation,United States,N
1990,Dassault Falcon Service,France,N
1991,Data International,Sudan,N
1992,Date Transformation Corp,United States,N
1993,Dauair,Germany,N
1994,David Crawshaw Consultants Limited,United Kingdom,N
1995,Dawn Air,United States,N
1996,DayJet,United States,N
1997,Daya Aviation,Sri Lanka,N
1998,De Havilland,Canada,N
1999,Deadalos Flugtbetriebs,Austria,N
2000,Decatur Aviation,United States,N
2001,Deccan Aviation,India,N
2002,Deccan Aviation (Lanka),Sri Lanka,N
2003,Deer Jet,China,N
2004,Deere and Company,United States,N
2005,Delaware Skyways,United States,N
2006,Delta Aerotaxi,Italy,Y
2007,Delta Air Charter,Canada,N
2008,Delta Air Elite,United States,N
2009,Delta Air Lines,United States,Y
2010,Delta Engineering Aviation,United Kingdom,N
2011,Delta Express International,Ukraine,N
2012,Delta State University,United States,N
2013,Denim Air,Netherlands,Y
2014,Denver Express,United States,N
2015,Denver Jet,United States,N
2016,Departmento De Agricultura De La Generalitat De Cataluna,Spain,N
2017,Deraya Air Taxi,Indonesia,N
2018,Des R Cargo Express,Mauritania,N
2019,Desarrollo Milaz,Mexico,N
2020,Destiny Air Services,Sierra Leone,N
2021,Deutsche Bahn,Germany,Y
2022,Deutsche Rettungsflugwacht,Germany,N
2023,Deutsches Zentrum fur Luft-und Raumfahrt EV,Germany,N
2024,Di Air,Serbia,N
2025,Diamond Aviation,United States,N
2026,Didier Rousset Buy,Chile,N
2027,Digital Equipment Corporation,United States,N
2028,Dinar,Argentina,N
2029,Diplomatic Freight Services,United Kingdom,N
2030,Direccion General de Aviacion Civil y Telecomunicasciones,Spain,N
2031,Direct Air,United States,N
2032,Direct Air trading as Midway Connection,United States,N
2033,Direct Flight,United Kingdom,N
2034,Sky Express,Poland,N
2035,Dirgantara Air Service,Indonesia,N
2036,Discover Air,United States,N
2037,Discovery Airways,United States,N
2038,Dispatch Services,United States,N
2039,Dix Aviation,Germany,N
2040,Dixie Airways,United States,N
2041,Djibouti Airlines,Djibouti,Y
2042,Dniproavia,Ukraine,Y
2043,Flying Dolphin Airlines,United Arab Emirates,N
2044,Dolphin Express Airlines,United States,N
2045,Dome Petroleum,Canada,N
2046,Dominguez Toledo (Grupo Mayoral),Spain,N
2047,Dominicana de Aviaci,Dominican Republic,Y
2048,Domodedovo Airlines,Russia,Y
2049,Don Avia,Kazakhstan,N
2050,Donair Flying Club,United Kingdom,N
2051,DonbassAero,Ukraine,Y
2052,Dorado Air,Dominican Republic,N
2053,Dornier,Germany,N
2054,Dornier Aviation Nigeria,Nigeria,N
2055,Dos Mundos,Dominican Republic,N
2056,Dragonair,DRAGON,Y
2057,Dreamcatcher Airways,United Kingdom,N
2058,Druk Air,Bhutan,Y
2059,Drummond Island Air,United States,N
2060,Dubai Airwing,United Arab Emirates,N
2061,Dubrovnik Air,Croatia,Y
2062,Ducair,Luxembourg,N
2063,Duchess of Britany (Jersey) Limited,United Kingdom,N
2064,UK Royal/HRH Duke of York,United Kingdom,N
2065,Dun'Air,Mauritania,N
2066,Duncan Aviation,United States,N
2067,Dunyaya Bakis Hava Tasimaciligi,Turkey,N
2068,Duo Airways,United Kingdom,N
2069,Durango Jet,Mexico,N
2070,Dutch Antilles Express,Netherlands Antilles,Y
2071,Dutch Caribbean Express,Netherlands Antilles,N
2072,Dutchbird,Netherlands,N
2073,Dwyer Aircraft Services,United States,N
2074,Dynair Services,United States,N
2075,Dynamair Aviation,Canada,N
2076,Dynamic Air,Netherlands,N
2077,dba,Germany,Y
2078,E H Darby Aviation,United States,N
2079,Electronic Data Systems,Switzerland,N
2081,EAA Escola De Aviacao Aerocondor,Portugal,N
2082,Executive Airlines Services,Nigeria,N
2083,EFAOS- Agencia De Viagens e Turismo,Angola,N
2084,EFD Eisele Flugdienst,Germany,N
2085,EFS-Flugservice,Germany,N
2086,EIS Aircraft,Germany,N
2087,EPAG Groupe Air France,France,N
2088,ESI Eliservizi Italiani,Italy,N
2089,EU Airways,Ireland,N
2090,EUjet,Ireland,N
2091,EVA Air,Taiwan,Y
2092,Eagle Aero,United States,N
2093,Eagle Air,Sierra Leone,N
2094,Eagle Air,Uganda,Y
2095,Eagle Air Company,Thailand,N
2096,Eagle Air Iceland,Iceland,N
2097,Eagle Aviation,Uganda,N
2098,Eagle Aviation,United Kingdom,N
2099,Eagle Aviation France,France,N
2100,Eagle International,Senegal,N
2101,Eagle Jet Charter,United States,N
2102,Eaglemed (Ballard Aviation),United States,N
2103,Earth Airlines Services,Nigeria,N
2104,East African,Uganda,Y
2105,East African Safari Air,Kenya,N
2106,East African Safari Air Express,Kenya,N
2107,East Asia Airlines,Macao,N
2108,East Coast Airways,South Africa,N
2109,East Coast Jets,United States,N
2110,East Hampton Aire,United States,N
2111,East Kansas City Aviation,United States,N
2112,East Midlands Helicopters,United Kingdom,N
2113,East Star Airlines,China,N
2114,East-West Airlines,Australia,N
2115,Eastern Air,Zambia,N
2116,Eastern Air Executive,United Kingdom,N
2117,Eastern Airways,United Kingdom,Y
2118,Eastern Australia Airlines,Australia,N
2119,Eastern Carolina Aviation,United States,N
2120,Eastern Executive Air Charter,United Kingdom,N
2121,Eastern Express,Kazakhstan,N
